class,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22
4.00,60960.70,1.00,1.00,3.00,130.20,75.75,144.19,1.21,212.39,2901.83,15432.50,149.67,185.51,0.00,70.79,0.94,462.00,1.00,0.00,0.00,0.00,1.04
4.00,60960.70,1.00,1.00,3.00,36.39,400.01,144.19,2.31,90.61,2603.01,15380.60,55.38,63.74,0.00,30.20,0.96,114.00,1.00,0.00,0.00,0.00,1.06
4.00,60960.70,1.00,3.00,7.00,85.86,400.01,60.65,1.82,256.98,3659.38,16053.50,100.89,119.98,2.00,36.71,0.88,514.00,0.67,1.29,70.42,74.24,1.06
4.00,60960.70,1.00,2.00,5.00,26.05,158.46,14.90,1.21,278.08,3143.69,15494.50,158.62,196.71,1.00,55.61,0.90,612.00,0.50,3.75,104.76,29.12,1.05
4.00,60960.70,1.00,1.00,3.00,21.69,400.01,13.90,2.75,56.33,2337.03,15252.80,25.81,29.46,0.00,18.77,0.96,39.00,1.00,0.00,0.00,0.00,1.04
4.00,60960.70,1.00,2.00,5.00,21.85,41.87,144.19,1.17,98.93,2471.47,15289.60,37.03,53.30,1.00,19.78,0.89,191.00,0.50,0.00,82.15,88.38,1.07
4.00,60960.70,1.00,7.00,15.00,159.79,192.73,50.80,1.42,793.78,5772.15,16730.00,216.04,254.94,6.00,52.91,0.88,1863.00,0.86,2.00,72.44,76.84,1.04
4.00,3348.42,1.00,2.00,5.00,545.34,632.71,19.06,1.51,82.21,678.06,986.96,47.23,61.20,1.00,16.44,0.91,130.00,0.50,2.59,66.82,30.55,1.06
4.00,3348.42,1.00,1.00,3.00,545.34,20.99,12.91,1.80,51.25,519.36,908.76,27.53,41.04,0.00,17.08,0.89,72.00,1.00,0.00,0.00,0.00,1.04
4.00,3348.42,1.00,2.00,5.00,11.70,35.98,24.31,1.71,66.74,602.49,946.66,40.26,50.73,1.00,13.34,0.93,99.00,0.50,1.59,97.82,67.94,1.03
4.00,3348.42,1.00,1.00,3.00,11.21,24.05,17.06,1.96,46.04,491.23,896.60,27.34,35.83,0.00,15.34,0.92,50.00,1.00,0.00,0.00,0.00,1.06
4.00,3348.42,1.00,4.00,9.00,76.32,101.64,20.80,1.80,247.88,1671.79,1515.79,117.78,149.57,3.00,27.54,0.88,578.00,0.75,1.76,117.42,115.57,1.05
4.00,9863.10,1.00,2.00,5.00,8.49,70.37,16.65,1.55,107.94,1091.32,2634.67,65.18,82.70,1.00,21.58,0.89,198.00,0.50,2.10,86.44,71.32,1.06
4.00,9863.10,1.00,2.00,5.00,589.97,20.89,20.30,1.41,117.03,1088.00,2610.70,54.80,67.65,1.00,23.40,0.91,193.00,0.50,0.00,56.52,57.92,1.05
4.00,9863.10,1.00,1.00,3.00,589.97,71.17,8.01,1.21,108.95,974.96,2545.78,79.63,94.30,0.00,36.31,0.95,178.00,1.00,0.00,0.00,0.00,1.05
4.00,9863.10,1.00,4.00,9.00,52.91,47.06,14.93,1.18,195.30,1346.33,2701.04,52.12,87.75,3.00,21.70,0.84,369.00,0.75,2.23,59.67,76.53,1.07
4.00,9863.10,1.00,3.00,7.00,113.22,83.70,18.65,2.16,220.19,2157.88,3436.81,143.68,159.27,2.00,31.45,0.88,327.00,0.67,2.13,61.27,89.43,1.06
4.00,17075.30,1.00,2.00,5.00,157.21,34.64,28.85,1.83,135.00,1599.70,4540.03,47.01,73.59,1.00,27.00,0.85,306.00,0.50,2.77,88.83,70.96,1.09
4.00,17075.30,1.00,1.00,3.00,157.21,213.43,14.65,1.21,125.26,1352.89,4384.04,85.52,107.68,0.00,41.75,0.93,270.00,1.00,0.00,0.00,0.00,1.05
4.00,17075.30,1.00,1.00,3.00,16.39,213.43,12.50,2.65,55.89,1201.70,4379.53,26.78,38.31,0.00,18.63,0.90,61.00,1.00,0.00,0.00,0.00,1.14
4.00,17075.30,1.00,2.00,5.00,42.96,58.52,35.70,1.48,162.78,1641.51,4532.65,73.55,113.86,1.00,32.55,0.88,325.00,0.50,3.26,90.27,81.26,1.06
4.00,17075.30,1.00,3.00,7.00,77.24,133.75,23.15,2.12,240.59,2550.71,5336.78,163.65,181.79,2.00,34.37,0.91,667.00,0.67,2.64,58.79,95.00,1.05
4.00,17075.30,1.00,1.00,3.00,157.21,23.73,10.75,2.47,42.04,1084.90,4310.90,20.06,24.46,0.00,14.01,0.94,49.00,1.00,0.00,0.00,0.00,1.06
4.00,17075.30,1.00,1.00,3.00,157.21,31.99,217.79,1.75,79.69,1257.49,4374.01,47.55,62.10,0.00,26.56,0.92,170.00,1.00,0.00,0.00,0.00,1.06
4.00,21730.40,1.00,3.00,7.00,765.16,317.29,247.64,1.67,139.83,1808.34,5799.36,56.28,68.53,2.00,19.97,0.88,218.00,0.67,2.59,43.60,70.94,1.06
4.00,21730.40,1.00,1.00,3.00,765.16,73.21,5.45,1.24,106.66,1443.24,5525.10,75.12,87.60,0.00,35.55,0.95,217.00,1.00,0.00,0.00,0.00,1.05
4.00,21730.40,1.00,2.00,5.00,42.57,82.18,17.50,1.46,135.53,1645.52,5620.85,85.04,101.11,1.00,27.10,0.89,248.00,0.50,1.77,62.75,89.52,1.07
4.00,21730.40,1.00,1.00,3.00,8.55,39.06,3.40,2.05,56.56,1299.57,5486.28,30.17,37.51,0.00,18.85,0.93,76.00,1.00,0.00,0.00,0.00,1.08
4.00,21730.40,1.00,3.00,7.00,47.80,132.02,44.25,1.39,286.49,2367.51,5991.85,128.26,171.78,2.00,40.92,0.88,518.00,0.67,1.10,61.99,79.04,1.06
4.00,21730.40,1.00,2.00,5.00,68.42,46.79,18.00,1.61,133.92,1636.49,5609.97,73.13,90.49,1.00,26.78,0.90,180.00,0.50,0.00,27.13,55.77,1.06
4.00,21730.40,1.00,1.00,3.00,83.29,126.60,12.15,2.91,199.99,2760.71,6674.53,148.37,180.93,0.00,66.66,0.94,246.00,1.00,0.00,0.00,0.00,1.06
4.00,5117.40,1.00,2.00,5.00,38.59,54.92,20.74,1.47,132.67,968.27,1476.24,59.02,86.10,1.00,26.53,0.91,208.00,0.50,2.51,65.78,91.49,1.04
4.00,5117.40,1.00,1.00,3.00,4.55,21.85,151.68,2.62,41.09,582.33,1338.31,26.26,29.32,0.00,13.69,0.97,30.00,1.00,0.00,0.00,0.00,1.06
4.00,5117.40,1.00,1.00,3.00,4.43,35.91,156.09,1.79,45.30,573.08,1325.40,30.22,33.53,0.00,15.10,0.97,58.00,1.00,0.00,0.00,0.00,1.03
4.00,5117.40,1.00,2.00,5.00,23.19,27.99,16.26,1.94,58.43,658.76,1365.27,31.74,38.67,1.00,11.68,0.95,71.00,0.50,0.00,86.39,99.93,1.04
4.00,5117.40,1.00,1.00,3.00,32.78,16.33,28.66,2.13,68.97,709.93,1385.12,40.29,57.21,0.00,22.99,0.90,55.00,1.00,0.00,0.00,0.00,1.04
4.00,5117.40,1.00,2.00,5.00,80.38,81.72,11.69,1.13,163.82,926.55,1412.58,115.62,134.90,1.00,32.76,0.93,263.00,0.50,1.35,24.49,42.34,1.04
4.00,5117.40,1.00,2.00,5.00,23.94,79.14,31.36,2.30,130.91,1252.87,1736.04,79.89,109.05,1.00,26.18,0.87,147.00,0.50,0.00,87.41,67.32,1.08
4.00,17391.90,1.00,1.00,3.00,9.35,504.09,10.50,1.69,91.38,1339.97,4511.43,63.56,73.69,0.00,30.45,0.95,157.00,1.00,0.00,0.00,0.00,1.06
4.00,17391.90,1.00,1.00,3.00,20.14,504.09,2.65,1.79,60.51,1173.62,4422.20,40.05,42.82,0.00,20.16,0.98,86.00,1.00,0.00,0.00,0.00,1.02
4.00,17391.90,1.00,1.00,3.00,54.76,76.13,12.04,1.98,120.82,1637.26,4724.92,87.26,103.13,0.00,40.27,0.95,296.00,1.00,0.00,0.00,0.00,1.04
4.00,17391.90,1.00,1.00,3.00,37.53,504.09,7.60,1.71,71.04,1209.40,4424.35,40.59,53.35,0.00,23.67,0.92,137.00,1.00,0.00,0.00,0.00,1.05
4.00,17391.90,1.00,1.00,3.00,43.36,61.88,152.19,1.29,122.89,1339.50,4445.28,81.82,105.20,0.00,40.96,0.93,268.00,1.00,0.00,0.00,0.00,1.05
4.00,17391.90,1.00,1.00,3.00,17.76,504.09,152.19,1.83,66.48,1133.36,4384.79,42.60,48.79,0.00,22.16,0.96,59.00,1.00,0.00,0.00,0.00,1.05
4.00,17391.90,1.00,1.00,3.00,39.54,504.09,32.79,1.66,98.53,1325.99,4463.70,61.92,80.84,0.00,32.84,0.92,159.00,1.00,0.00,0.00,0.00,1.04
4.00,17391.90,1.00,1.00,3.00,19.85,504.09,7.05,1.84,51.77,1101.97,4380.96,24.36,34.08,0.00,17.25,0.90,68.00,1.00,0.00,0.00,0.00,1.08
4.00,17391.90,1.00,5.00,11.00,96.35,182.17,30.05,1.94,346.48,3200.08,5808.67,216.79,248.50,4.00,31.49,0.87,832.00,0.80,1.60,88.47,89.59,1.05
4.00,30359.10,1.00,1.00,3.00,51.29,24.63,23.50,1.30,105.60,1673.38,7648.08,53.13,84.30,0.00,35.19,0.88,179.00,1.00,0.00,0.00,0.00,1.06
4.00,30359.10,1.00,2.00,5.00,52.00,118.09,19.55,2.20,212.04,2766.88,8441.85,139.59,157.52,1.00,42.40,0.92,485.00,0.50,2.04,71.00,100.10,1.05
4.00,30359.10,1.00,1.00,3.00,18.20,42.78,7.35,1.32,63.91,1544.48,7617.40,37.57,42.61,0.00,21.30,0.96,112.00,1.00,0.00,0.00,0.00,1.08
4.00,30359.10,1.00,1.00,3.00,25.83,399.03,11.85,1.98,61.87,1573.78,7633.40,27.30,40.57,0.00,20.61,0.89,72.00,1.00,0.00,0.00,0.00,1.10
4.00,30359.10,1.00,2.00,5.00,16.86,399.03,45.55,1.43,150.91,1948.71,7766.64,87.67,120.77,1.00,30.17,0.91,306.00,0.50,2.30,92.92,91.49,1.05
4.00,30359.10,1.00,1.00,3.00,47.86,399.03,11.10,1.22,107.57,1680.71,7650.88,50.03,86.26,0.00,35.85,0.86,203.00,1.00,0.00,0.00,0.00,1.10
4.00,30359.10,1.00,1.00,3.00,14.80,399.03,191.54,2.98,48.68,1580.32,7662.31,24.91,27.38,0.00,16.22,0.97,40.00,1.00,0.00,0.00,0.00,1.04
4.00,30359.10,1.00,1.00,3.00,34.82,399.03,6.90,1.28,70.64,1559.18,7619.59,42.99,49.34,0.00,23.54,0.96,128.00,1.00,0.00,0.00,0.00,1.04
4.00,30359.10,1.00,1.00,3.00,27.21,399.03,186.19,2.07,56.36,1582.17,7646.88,28.42,35.06,0.00,18.78,0.94,84.00,1.00,0.00,0.00,0.00,1.07
4.00,30359.10,1.00,3.00,7.00,64.24,54.61,42.30,1.17,199.84,2026.01,7756.83,76.08,107.78,2.00,28.54,0.86,509.00,0.67,2.10,107.00,71.13,1.06
4.00,30359.10,1.00,1.00,3.00,6.14,53.51,22.50,1.30,84.20,1622.78,7639.77,46.52,62.90,0.00,28.06,0.91,185.00,1.00,0.00,0.00,0.00,1.10
4.00,6628.94,1.00,4.00,9.00,99.27,61.58,25.96,0.90,293.17,1281.59,1831.98,105.50,167.22,2.00,32.57,0.84,832.00,0.25,2.75,93.82,86.45,1.07
4.00,6628.94,1.00,1.00,3.00,40.33,34.58,8.85,0.97,73.16,662.13,1686.50,49.15,60.34,0.00,24.38,0.94,159.00,1.00,0.00,0.00,0.00,1.05
4.00,6628.94,1.00,1.00,3.00,10.43,41.00,180.84,1.15,56.04,633.59,1682.34,37.05,43.22,0.00,18.68,0.95,124.00,1.00,0.00,0.00,0.00,1.05
4.00,6628.94,1.00,1.00,3.00,26.49,20.48,8.10,1.52,58.13,695.98,1715.76,29.28,45.31,0.00,19.37,0.88,111.00,1.00,0.00,0.00,0.00,1.09
4.00,6628.94,1.00,1.00,3.00,13.81,12.83,180.84,1.49,58.66,661.42,1694.69,36.13,45.83,0.00,19.55,0.93,60.00,1.00,0.00,0.00,0.00,1.08
4.00,6628.94,1.00,8.00,17.00,85.96,254.41,56.45,1.29,586.55,2900.45,2554.33,279.49,317.02,7.00,34.50,0.84,1452.00,0.88,2.35,89.37,77.76,1.07
4.00,6028.76,1.00,2.00,5.00,36.37,68.44,29.95,1.00,150.10,899.78,1612.62,79.16,103.52,1.00,30.01,0.90,435.00,0.50,2.27,99.46,68.09,1.06
4.00,6028.76,1.00,2.00,5.00,34.33,45.17,9.75,0.98,99.41,734.69,1571.31,45.64,62.01,1.00,19.88,0.93,250.00,0.50,1.13,78.41,80.85,1.03
4.00,6028.76,1.00,1.00,3.00,378.82,48.49,8.45,1.13,74.27,696.29,1575.76,50.31,61.84,0.00,24.75,0.94,166.00,1.00,0.00,0.00,0.00,1.05
4.00,6028.76,1.00,1.00,3.00,378.82,21.75,11.95,1.11,51.98,599.33,1535.34,32.25,39.55,0.00,17.32,0.94,111.00,1.00,0.00,0.00,0.00,1.06
4.00,6028.76,1.00,1.00,3.00,378.82,30.72,24.65,0.86,86.38,649.72,1537.43,50.06,73.95,0.00,28.79,0.89,188.00,1.00,0.00,0.00,0.00,1.04
4.00,6028.76,1.00,9.00,19.00,142.97,203.72,32.75,1.30,566.54,2901.31,2539.50,261.72,306.22,6.00,29.81,0.87,1344.00,0.70,2.33,79.92,58.69,1.05
4.00,9776.30,1.00,7.00,15.00,97.29,141.08,5.88,1.19,551.62,939.56,2454.87,114.88,137.98,4.00,36.77,0.97,42.00,0.37,0.00,58.27,59.15,1.01
4.00,9776.30,1.00,5.00,11.00,76.42,122.45,12.74,1.65,377.58,852.08,2451.37,134.81,147.72,3.00,34.32,0.96,29.00,0.40,0.00,32.53,26.72,1.01
4.00,9776.30,1.00,5.00,11.00,99.35,144.90,3.70,1.71,403.15,864.93,2451.89,175.73,179.70,4.00,36.64,0.98,28.00,0.80,0.00,33.77,37.19,1.01
4.00,9776.30,1.00,4.00,9.00,75.16,91.08,22.00,1.97,275.77,800.91,2449.33,102.70,119.40,3.00,30.64,0.97,24.00,0.75,0.00,58.01,50.49,1.02
4.00,9776.30,1.00,25.00,51.00,261.14,333.60,17.16,0.47,2553.83,2130.01,2517.21,440.58,512.57,21.00,50.07,0.97,152.00,0.85,0.00,54.25,41.20,1.02
4.00,16684.40,1.00,4.00,9.00,94.10,68.20,11.76,1.39,334.34,1046.96,4173.36,93.99,113.49,2.00,37.14,0.90,40.00,0.25,0.00,75.70,54.35,1.03
4.00,16684.40,1.00,15.00,31.00,115.04,165.04,20.58,0.48,1161.66,1252.02,4177.34,162.64,170.95,6.00,37.47,0.94,132.00,0.36,0.00,69.69,58.41,1.03
4.00,16684.40,1.00,4.00,9.00,143.63,96.18,11.76,1.45,331.62,1035.25,4172.68,119.60,129.49,3.00,36.84,0.96,38.00,0.75,0.00,82.63,72.63,1.02
4.00,16684.40,1.00,1.00,3.00,28.97,83.12,4.90,4.87,122.28,1008.99,4173.21,74.65,104.83,0.00,40.76,0.90,11.00,1.00,0.00,0.00,0.00,1.09
4.00,16684.40,1.00,23.00,47.00,293.31,137.98,35.28,0.33,2156.47,1561.97,4185.94,253.97,306.17,11.00,45.88,0.94,214.00,0.70,0.00,67.43,61.50,1.02
4.00,6889.34,1.00,2.00,5.00,83.09,35.60,38.45,0.89,200.61,771.94,1747.11,86.77,112.29,1.00,40.12,0.91,79.00,0.50,0.00,39.53,38.67,1.06
4.00,6889.34,1.00,5.00,11.00,100.67,122.22,34.84,0.61,583.00,1264.48,1797.59,141.24,169.02,3.00,52.99,0.89,190.00,0.47,0.00,83.65,57.26,1.02
4.00,6889.34,1.00,13.00,27.00,163.97,104.99,57.87,0.48,1082.97,1908.47,1863.60,146.51,186.58,5.00,40.10,0.86,526.00,0.52,0.00,88.56,60.73,1.04
4.00,6889.34,1.00,4.00,9.00,95.95,158.92,45.90,0.63,430.53,1068.08,1777.46,132.16,159.92,3.00,47.83,0.90,168.00,0.75,0.00,89.70,86.19,1.04
4.00,6889.34,1.00,2.00,5.00,72.70,59.71,23.93,1.31,158.37,717.53,1741.53,76.74,86.93,1.00,31.67,0.95,42.00,0.50,0.00,60.95,79.55,1.02
4.00,6889.34,1.00,5.00,11.00,98.81,69.86,38.60,0.68,402.95,1032.56,1773.82,119.46,142.55,3.00,36.63,0.88,139.00,0.47,0.00,89.94,53.73,1.04
4.00,6889.34,1.00,3.00,7.00,82.11,62.91,30.75,0.83,284.08,879.45,1758.13,96.45,122.27,2.00,40.58,0.88,89.00,0.67,0.00,85.36,31.31,1.04
4.00,4969.94,1.00,4.00,9.00,69.22,119.67,60.75,0.60,365.82,882.72,1289.25,142.49,178.08,3.00,40.64,0.84,178.00,0.75,0.00,78.54,47.23,1.06
4.00,4969.94,1.00,6.00,13.00,109.45,135.23,36.97,0.57,509.71,1068.05,1308.24,118.73,142.64,3.00,39.20,0.91,207.00,0.50,0.00,77.45,76.77,1.04
4.00,4969.94,1.00,5.00,11.00,86.37,127.47,41.95,0.60,442.80,981.87,1299.41,146.81,159.29,3.00,40.25,0.91,173.00,0.47,0.00,54.55,51.12,1.03
4.00,4969.94,1.00,5.00,11.00,110.85,99.35,52.12,0.63,411.35,941.36,1295.26,123.95,151.74,3.00,37.39,0.86,152.00,0.47,0.00,49.80,66.33,1.05
4.00,9841.01,1.00,2.00,5.00,59.29,64.50,21.89,1.30,177.01,733.80,2462.09,79.22,96.75,1.00,35.40,0.91,37.00,0.50,0.00,5.83,45.16,1.04
4.00,9841.01,1.00,3.00,7.00,92.14,78.27,12.43,0.97,275.17,770.80,2463.20,119.12,133.42,2.00,39.30,0.91,51.00,0.67,0.00,78.78,26.80,1.02
4.00,9841.01,1.00,9.00,19.00,85.47,114.11,32.49,0.41,802.78,969.70,2469.17,137.00,195.28,4.00,42.25,0.86,152.00,0.33,0.00,57.58,39.86,1.03
4.00,9841.01,1.00,4.00,9.00,109.62,117.71,10.24,0.85,378.06,809.59,2464.36,144.82,168.46,2.00,42.00,0.90,60.00,0.25,0.00,66.40,39.52,1.02
4.00,9841.01,1.00,3.00,7.00,65.52,89.24,15.99,1.40,233.14,754.96,2462.72,93.63,101.17,2.00,33.30,0.93,34.00,0.67,0.00,12.21,49.63,1.02
4.00,9841.01,1.00,8.00,17.00,103.95,262.24,39.40,0.53,1005.39,1119.84,2481.41,284.74,355.33,5.00,59.14,0.90,111.00,0.44,0.00,65.98,53.19,1.02
4.00,8191.89,1.00,3.00,7.00,126.81,77.21,56.51,0.78,301.73,966.08,2085.99,98.44,118.07,2.00,43.10,0.92,107.00,0.67,0.00,68.10,61.61,1.04
4.00,8191.89,1.00,3.00,7.00,123.02,62.50,14.69,0.68,291.74,953.21,2084.67,130.86,150.93,2.00,41.67,0.92,147.00,0.67,0.00,66.60,21.08,1.03
4.00,8191.89,1.00,3.00,7.00,101.38,98.05,26.51,0.68,334.87,1008.77,2090.37,115.54,131.25,2.00,47.83,0.92,149.00,0.67,0.00,64.51,54.85,1.03
4.00,8191.89,1.00,8.00,17.00,150.28,113.58,29.24,0.54,687.96,1463.57,2136.98,131.14,172.37,5.00,40.46,0.86,312.00,0.52,0.00,71.75,55.62,1.05
4.00,8191.89,1.00,2.00,5.00,127.94,65.77,23.63,0.94,254.17,904.82,2079.71,130.52,149.27,1.00,50.83,0.95,76.00,0.50,0.00,71.39,48.63,1.02
4.00,8191.89,1.00,1.00,3.00,33.79,113.17,16.81,1.02,152.43,773.78,2066.28,117.06,138.67,0.00,50.81,0.95,66.00,1.00,0.00,0.00,0.00,1.03
4.00,10928.50,1.00,9.00,19.00,110.27,94.85,65.75,0.55,856.44,1804.89,2843.19,121.12,142.58,5.00,45.07,0.90,315.00,0.49,0.00,70.83,40.13,1.04
4.00,10928.50,1.00,4.00,9.00,68.61,104.59,52.87,0.78,341.91,1142.13,2775.26,107.70,131.93,2.00,37.99,0.84,119.00,0.25,0.00,89.56,83.26,1.06
4.00,10928.50,1.00,6.00,13.00,93.93,85.39,44.24,0.65,493.18,1336.99,2795.23,123.01,147.03,3.00,37.93,0.90,183.00,0.25,0.00,50.74,48.89,1.04
4.00,10928.50,1.00,3.00,7.00,75.14,84.15,43.33,0.82,304.42,1093.85,2770.31,100.30,129.66,2.00,43.48,0.91,108.00,0.67,0.00,81.72,40.98,1.03
4.00,9764.05,1.00,2.00,5.00,62.09,58.02,9.65,1.27,132.10,1063.51,2555.45,80.39,98.25,1.00,26.41,0.91,171.00,0.50,0.00,30.77,90.48,1.04
4.00,9764.05,1.00,1.00,3.00,11.99,14.59,26.84,2.87,30.12,723.21,2456.04,13.76,15.53,0.00,10.03,0.96,23.00,1.00,0.00,0.00,0.00,1.06
4.00,9764.05,1.00,1.00,3.00,13.00,14.59,6.16,2.12,38.05,744.86,2460.75,13.06,23.46,0.00,12.68,0.85,36.00,1.00,0.00,0.00,0.00,1.04
4.00,9764.05,1.00,1.00,3.00,14.84,24.27,32.44,1.93,46.59,803.64,2486.08,21.45,32.00,0.00,15.53,0.88,66.00,1.00,0.00,0.00,0.00,1.21
4.00,9764.05,1.00,3.00,7.00,158.56,89.01,37.29,2.49,333.14,3084.78,4140.34,187.96,231.70,2.00,47.59,0.86,491.00,0.67,1.74,90.38,93.14,1.06
4.00,9764.05,1.00,1.00,3.00,13.00,14.59,28.19,1.91,55.18,794.03,2471.63,30.03,40.59,0.00,18.39,0.91,44.00,1.00,0.00,0.00,0.00,1.04
4.00,9764.05,1.00,1.00,3.00,14.86,22.14,27.79,1.87,58.48,804.18,2474.11,31.72,43.88,0.00,19.49,0.91,46.00,1.00,0.00,0.00,0.00,1.08
4.00,9764.05,1.00,1.00,3.00,19.29,14.59,26.74,2.30,54.03,790.48,2470.76,27.56,39.44,0.00,18.00,0.90,31.00,1.00,0.00,0.00,0.00,1.03
4.00,9764.05,1.00,1.00,3.00,4.29,22.51,26.28,2.20,47.30,774.21,2468.14,24.88,32.71,0.00,15.76,0.92,36.00,1.00,0.00,0.00,0.00,1.03
4.00,9764.05,1.00,1.00,3.00,18.60,21.45,26.28,2.17,53.86,853.30,2510.26,27.79,39.27,0.00,17.95,0.90,53.00,1.00,0.00,0.00,0.00,1.02
4.00,9764.05,1.00,1.00,3.00,10.47,14.59,26.28,3.24,31.36,727.55,2457.24,12.31,16.77,0.00,10.45,0.88,19.00,1.00,0.00,0.00,0.00,1.09
4.00,9764.05,1.00,1.00,3.00,16.13,36.27,26.28,1.49,55.22,798.44,2474.27,33.53,40.62,0.00,18.40,0.94,78.00,1.00,0.00,0.00,0.00,1.02
4.00,9764.05,1.00,4.00,9.00,156.44,119.46,49.44,1.77,308.68,2244.72,3131.33,184.73,248.23,2.00,34.29,0.88,497.00,0.25,2.27,88.01,109.44,1.04
4.00,9764.05,1.00,2.00,5.00,10.55,32.34,26.28,1.62,49.09,773.80,2466.36,26.62,30.62,1.00,9.81,0.95,62.00,0.50,0.00,144.48,98.11,1.03
4.00,5797.74,1.00,10.00,21.00,104.14,152.80,40.60,0.53,822.64,1516.47,1556.43,119.75,149.06,4.00,39.17,0.92,286.00,0.33,0.00,70.48,61.89,1.03
4.00,5797.74,1.00,5.00,11.00,92.09,116.43,45.00,0.64,419.05,996.63,1503.14,129.23,145.97,3.00,38.09,0.92,153.00,0.47,0.00,79.92,40.38,1.03
4.00,5797.74,1.00,2.00,5.00,95.10,41.67,26.66,0.93,180.22,689.00,1471.61,104.26,124.92,1.00,36.04,0.89,68.00,0.50,0.00,47.40,33.12,1.06
4.00,5797.74,1.00,3.00,7.00,93.58,48.62,60.60,0.77,289.06,829.19,1485.98,106.50,130.84,2.00,41.29,0.88,100.00,0.67,0.00,58.33,30.53,1.04
4.00,5797.74,1.00,4.00,9.00,119.25,103.76,36.21,0.67,403.11,976.10,1501.04,115.48,124.89,2.00,44.79,0.92,139.00,0.25,0.00,76.60,44.57,1.03
4.00,5797.74,1.00,2.00,5.00,100.61,136.04,19.85,0.73,284.94,823.88,1485.43,142.26,179.03,1.00,56.98,0.91,111.00,0.50,0.00,99.23,61.51,1.04
4.00,5797.74,1.00,1.00,3.00,22.87,38.21,53.63,1.43,101.68,587.84,1461.24,66.42,89.42,0.00,33.89,0.91,35.00,1.00,0.00,0.00,0.00,1.08
4.00,5797.74,1.00,2.00,5.00,60.59,37.58,49.09,0.93,154.71,656.14,1468.24,69.14,100.34,1.00,30.94,0.84,69.00,0.50,0.00,64.55,115.19,1.10
4.00,13630.50,1.00,5.00,11.00,105.77,77.42,40.91,0.76,430.94,1369.77,3462.37,122.66,151.42,3.00,39.17,0.91,135.00,0.47,0.00,68.08,53.59,1.04
4.00,13630.50,1.00,7.00,15.00,129.06,112.96,48.03,0.62,612.41,1603.52,3486.32,123.66,152.41,4.00,40.82,0.92,228.00,0.42,0.00,68.27,58.41,1.03
4.00,13630.50,1.00,6.00,13.00,114.76,95.39,57.86,0.69,544.58,1516.16,3477.37,131.71,145.69,4.00,41.89,0.93,171.00,0.58,0.00,61.37,53.64,1.02
4.00,13630.50,1.00,5.00,11.00,113.12,120.11,48.17,0.67,539.94,1510.18,3476.76,132.53,146.70,3.00,49.08,0.91,182.00,0.47,0.00,63.46,51.54,1.03
4.00,13630.50,1.00,11.00,23.00,112.92,146.67,67.12,0.55,1056.81,2175.94,3545.00,135.69,161.90,6.00,45.94,0.87,335.00,0.43,0.00,77.40,58.06,1.07
4.00,9805.22,1.00,1.00,3.00,117.45,73.41,21.51,1.99,160.65,859.04,2470.58,139.65,146.03,0.00,53.54,0.99,27.00,1.00,0.00,0.00,0.00,1.01
4.00,9805.22,1.00,3.00,7.00,157.06,47.22,46.66,0.76,382.80,1145.20,2499.91,164.67,185.95,2.00,54.68,0.93,123.00,0.67,0.00,29.73,40.30,1.03
4.00,9805.22,1.00,14.00,29.00,108.63,118.07,68.32,0.53,1091.29,2057.76,2593.45,145.28,182.27,6.00,37.63,0.88,356.00,0.57,0.00,67.67,50.10,1.04
4.00,9805.22,1.00,6.00,13.00,71.10,84.44,40.90,0.76,445.88,1226.44,2508.24,115.10,130.81,3.00,34.29,0.93,123.00,0.25,0.00,52.14,43.67,1.03
4.00,9805.22,1.00,6.00,13.00,106.01,120.11,31.05,0.66,519.59,1321.38,2517.97,146.98,162.50,4.00,39.96,0.93,169.00,0.58,0.00,57.83,51.14,1.03
4.00,9805.22,1.00,3.00,7.00,172.75,74.52,14.70,0.84,327.96,1074.55,2492.67,126.52,158.08,2.00,46.84,0.90,100.00,0.67,0.00,92.70,81.89,1.04
4.00,8543.88,1.00,3.00,7.00,110.32,56.38,32.12,0.86,258.59,927.19,2168.27,124.77,131.94,2.00,36.93,0.96,91.00,0.67,0.00,44.80,38.58,1.01
4.00,8543.88,1.00,5.00,11.00,132.73,104.99,40.00,0.71,491.34,1226.99,2199.00,119.69,131.98,3.00,44.66,0.92,134.00,0.47,0.00,91.27,54.01,1.02
4.00,8543.88,1.00,1.00,3.00,19.95,24.17,48.48,1.36,95.18,716.71,2146.69,53.52,81.22,0.00,31.72,0.89,43.00,1.00,0.00,0.00,0.00,1.10
4.00,8543.88,1.00,1.00,3.00,60.80,56.79,18.79,1.92,131.31,763.25,2151.46,78.62,117.35,0.00,43.76,0.89,27.00,1.00,0.00,0.00,0.00,1.09
4.00,8543.88,1.00,2.00,5.00,51.00,79.60,13.48,1.81,156.59,795.81,2154.80,93.79,105.12,1.00,31.31,0.96,29.00,0.50,0.00,23.21,31.88,1.02
4.00,8543.88,1.00,1.00,3.00,33.44,62.10,39.69,2.44,103.20,727.05,2147.75,75.71,89.25,0.00,34.39,0.95,20.00,1.00,0.00,0.00,0.00,1.08
4.00,8543.88,1.00,7.00,15.00,98.17,84.56,32.27,0.72,473.54,1204.06,2196.64,117.95,135.39,4.00,31.56,0.94,133.00,0.42,0.00,46.38,41.39,1.03
