class,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22
4.00,8543.88,1.00,4.00,9.00,86.57,117.19,29.69,0.63,408.92,1120.83,2188.11,157.21,172.85,2.00,45.43,0.90,183.00,0.25,0.00,76.47,42.33,1.03
4.00,8543.88,1.00,3.00,7.00,96.43,91.45,37.88,0.77,305.12,987.13,2174.41,119.85,145.95,2.00,43.58,0.92,112.00,0.67,0.00,48.63,43.03,1.04
4.00,8543.88,1.00,4.00,9.00,93.57,87.84,33.33,0.77,342.78,1035.64,2179.38,104.86,120.03,3.00,38.08,0.94,113.00,0.75,0.00,33.38,42.23,1.02
4.00,5659.88,1.00,5.00,11.00,101.69,115.61,22.42,0.58,488.78,1079.04,1477.90,118.29,141.58,3.00,44.43,0.86,207.00,0.47,0.00,100.36,46.67,1.05
4.00,5659.88,1.00,1.00,3.00,32.06,51.67,58.48,1.29,115.61,598.38,1428.63,80.57,103.44,0.00,38.53,0.93,40.00,1.00,0.00,0.00,0.00,1.06
4.00,5659.88,1.00,3.00,7.00,91.53,100.90,27.12,0.72,326.88,870.51,1456.52,108.34,131.30,2.00,46.69,0.87,114.00,0.67,0.00,63.63,40.17,1.05
4.00,5659.88,1.00,5.00,11.00,88.62,91.92,29.24,0.67,379.17,937.86,1463.42,125.57,143.00,3.00,34.46,0.87,135.00,0.40,0.00,77.42,51.27,1.04
4.00,5659.88,1.00,1.00,3.00,47.22,31.58,48.78,1.45,104.41,583.96,1427.15,69.59,92.24,0.00,34.80,0.92,34.00,1.00,0.00,0.00,0.00,1.08
4.00,5659.88,1.00,1.00,3.00,36.14,66.40,35.75,1.16,128.72,615.27,1430.36,84.15,116.55,0.00,42.90,0.91,47.00,1.00,0.00,0.00,0.00,1.05
4.00,5659.88,1.00,2.00,5.00,59.27,38.00,45.91,1.09,165.14,662.18,1435.17,71.42,93.64,1.00,33.02,0.88,52.00,0.50,0.00,66.21,67.44,1.06
4.00,5659.88,1.00,1.00,3.00,20.57,87.64,11.21,1.01,133.51,621.44,1430.99,96.01,121.34,0.00,44.50,0.93,59.00,1.00,0.00,0.00,0.00,1.05
4.00,5659.88,1.00,1.00,3.00,71.20,60.58,26.51,1.10,135.04,623.41,1431.19,93.74,122.87,0.00,45.01,0.92,51.00,1.00,0.00,0.00,0.00,1.09
4.00,5659.88,1.00,2.00,5.00,44.52,43.52,34.08,0.99,172.25,671.34,1436.11,57.75,103.24,1.00,34.45,0.81,61.00,0.50,0.00,85.69,78.81,1.10
4.00,5659.88,1.00,2.00,5.00,18.37,85.60,24.85,0.80,167.04,664.63,1435.42,95.59,116.50,1.00,33.40,0.91,90.00,0.50,0.00,48.92,30.23,1.04
4.00,14762.60,1.00,1.00,3.00,25.48,124.97,8.83,3.24,147.13,930.52,3692.13,119.54,130.38,0.00,49.04,0.97,16.00,1.00,0.00,0.00,0.00,1.01
4.00,14762.60,1.00,19.00,39.00,211.61,145.93,56.05,0.34,2002.58,1630.01,3713.11,181.38,239.84,6.00,51.34,0.87,229.00,0.40,0.00,79.23,55.44,1.03
4.00,14762.60,1.00,25.00,51.00,189.02,295.58,54.52,0.35,2466.99,2128.38,3762.01,323.74,433.66,10.00,48.37,0.89,253.00,0.59,0.00,86.85,68.04,1.02
4.00,21435.40,1.00,5.00,11.00,98.96,68.07,20.58,1.40,370.71,1218.55,5360.61,113.62,148.93,3.00,33.70,0.92,43.00,0.47,0.00,30.47,25.32,1.04
4.00,21435.40,1.00,2.00,5.00,79.14,103.35,25.48,3.23,197.23,1174.95,5359.73,124.15,156.91,1.00,39.44,0.96,18.00,0.50,0.00,28.62,63.44,1.02
4.00,21435.40,1.00,4.00,9.00,88.54,74.84,29.40,1.57,291.89,1198.75,5360.21,79.84,108.37,2.00,32.43,0.96,38.00,0.25,0.00,64.13,81.25,1.02
4.00,21435.40,1.00,2.00,5.00,71.50,45.55,39.18,3.06,154.06,1164.11,5359.52,87.82,103.10,1.00,30.81,0.95,19.00,0.50,0.00,148.67,33.22,1.02
4.00,21435.40,1.00,3.00,7.00,65.53,99.85,5.88,2.91,198.91,1175.38,5359.74,91.90,106.17,2.00,28.41,0.98,20.00,0.67,0.00,75.97,52.17,1.01
4.00,21435.40,1.00,1.00,3.00,28.66,24.93,5.88,6.38,56.53,1139.59,5359.03,33.09,37.56,0.00,18.84,0.96,9.00,1.00,0.00,0.00,0.00,1.01
4.00,21435.40,1.00,1.00,3.00,17.52,21.59,5.88,6.38,56.88,1139.68,5359.03,14.77,37.91,0.00,18.96,0.80,9.00,1.00,0.00,0.00,0.00,1.12
4.00,21435.40,1.00,14.00,29.00,599.92,147.61,15.26,0.48,1811.61,1637.20,5373.50,613.97,644.65,13.00,62.46,0.97,144.00,0.93,0.00,66.19,59.06,1.01
4.00,22923.00,1.00,5.00,11.00,103.50,38.07,39.19,1.17,332.51,1260.55,5732.33,88.99,121.17,4.00,30.22,0.90,53.00,0.80,0.00,112.79,81.98,1.06
4.00,22923.00,1.00,4.00,9.00,86.06,102.77,17.64,1.84,298.24,1251.94,5732.15,106.29,113.43,2.00,33.13,0.96,33.00,0.25,0.00,74.38,86.14,1.02
4.00,22923.00,1.00,2.00,5.00,104.80,35.10,4.90,3.13,169.40,1219.56,5731.51,104.96,112.50,1.00,33.87,0.98,19.00,0.50,0.00,38.65,41.93,1.01
4.00,22923.00,1.00,3.00,7.00,88.48,62.27,6.85,2.08,251.99,1240.31,5731.92,93.50,100.47,2.00,35.99,0.96,29.00,0.67,0.00,63.49,38.35,1.02
4.00,22923.00,1.00,3.00,7.00,48.75,115.76,33.32,2.31,236.53,1236.43,5731.84,94.39,121.55,2.00,33.78,0.95,26.00,0.67,0.00,121.83,91.63,1.03
4.00,22923.00,1.00,17.00,35.00,384.95,485.83,20.58,0.41,1921.88,1660.00,5740.32,571.68,634.68,14.00,54.91,0.97,178.00,0.79,0.00,66.75,52.05,1.01
4.00,54493.50,1.00,9.00,19.00,381.84,261.23,11.00,1.01,976.73,3163.45,14180.30,440.94,465.83,7.00,51.40,0.96,114.00,0.74,0.00,62.94,61.24,1.01
4.00,54493.50,1.00,7.00,15.00,202.00,117.77,27.00,1.18,623.77,2523.82,13787.50,207.91,246.56,4.00,41.58,0.95,81.00,0.42,0.00,78.11,64.41,1.02
4.00,54493.50,1.00,1.00,3.00,66.16,40.65,7.00,6.64,100.35,2139.16,13631.90,72.07,74.47,0.00,33.45,0.99,12.00,1.00,0.00,0.00,0.00,1.00
4.00,54493.50,1.00,2.00,5.00,45.16,46.23,6.00,4.92,128.27,2131.28,13629.90,56.33,71.08,1.00,25.65,0.94,16.00,0.50,0.00,115.24,76.71,1.02
4.00,54493.50,1.00,7.00,15.00,155.00,163.23,15.00,1.44,508.26,2600.40,13803.40,168.80,197.58,4.00,33.88,0.96,70.00,0.57,0.00,66.30,55.96,1.01
4.00,54493.50,1.00,2.00,5.00,16.00,139.23,8.00,3.10,206.40,2173.79,13640.50,126.64,134.35,1.00,41.28,0.98,26.00,0.50,0.00,83.03,15.17,1.01
4.00,54493.50,1.00,3.00,7.00,84.50,160.23,12.00,2.63,283.22,2399.89,13739.70,148.18,200.05,2.00,40.45,0.95,35.00,0.67,0.00,101.72,57.59,1.01
4.00,33015.70,1.00,19.00,39.00,473.00,402.50,62.00,1.14,2430.00,8416.05,13169.10,553.02,607.16,8.00,62.30,0.95,256.00,0.55,0.00,65.69,44.00,1.01
4.00,33015.70,1.00,7.00,15.00,396.50,266.50,34.00,1.20,1218.74,3997.57,10218.80,292.18,315.23,4.00,81.24,0.96,122.00,0.42,0.00,61.72,47.73,1.01
4.00,33015.70,1.00,3.00,7.00,63.50,120.90,16.00,3.44,256.26,2420.74,8891.01,113.46,124.10,2.00,36.60,0.92,28.00,0.67,0.00,59.48,95.01,1.02
4.00,33015.70,1.00,1.00,3.00,655.07,34.90,8.00,5.97,104.00,1507.29,8253.92,79.13,82.09,0.00,34.66,0.99,11.00,1.00,0.00,0.00,0.00,1.01
4.00,33015.70,1.00,3.00,7.00,142.99,169.00,22.00,1.88,475.05,2043.92,8483.32,211.99,233.42,2.00,67.86,0.97,44.00,0.67,0.00,58.73,24.37,1.01
4.00,33015.70,1.00,6.00,13.00,201.00,247.50,27.00,1.54,836.12,3771.48,9507.68,220.78,237.96,3.00,64.31,0.96,88.00,0.25,0.00,93.18,80.30,1.01
4.00,33015.70,1.00,4.00,9.00,101.50,139.50,16.00,2.99,313.42,2567.85,8879.13,137.58,149.26,3.00,34.82,0.97,32.00,0.75,0.00,83.47,54.90,1.01
4.00,96797.10,1.00,11.00,23.00,465.00,260.50,38.00,0.87,1455.62,4590.57,24871.60,495.39,547.52,9.00,63.28,0.96,173.00,0.79,0.00,70.98,66.29,1.01
4.00,96797.10,1.00,5.00,11.00,133.00,155.68,30.00,2.34,468.74,3315.86,24261.40,181.76,195.50,3.00,42.61,0.97,43.00,0.47,0.00,63.67,56.51,1.01
4.00,96797.10,1.00,4.00,9.00,95.17,225.68,31.00,2.78,457.99,3993.74,24710.80,212.69,233.48,3.00,50.88,0.97,45.00,0.75,0.00,59.07,37.58,1.01
4.00,96797.10,1.00,2.00,5.00,137.67,31.35,12.00,5.91,191.18,3301.73,24271.20,138.40,145.40,1.00,38.23,0.99,17.00,0.50,0.00,44.28,23.45,1.01
4.00,96797.10,1.00,1.00,3.00,79.17,49.68,9.00,8.73,124.92,3158.68,24217.00,86.24,93.57,0.00,41.63,0.97,11.00,1.00,0.00,0.00,0.00,1.02
4.00,96797.10,1.00,4.00,9.00,99.00,272.33,40.00,3.26,714.04,7083.02,27777.60,300.41,327.46,3.00,79.33,0.97,64.00,0.75,0.00,55.69,33.93,1.01
4.00,96797.10,1.00,5.00,11.00,165.50,238.68,26.00,2.65,498.61,4196.83,25044.50,257.46,266.89,4.00,45.32,0.96,48.00,0.80,0.00,65.45,57.62,1.01
4.00,46461.40,1.00,14.00,29.00,517.50,170.00,38.00,0.86,1506.87,4048.85,12765.70,512.19,584.72,8.00,51.96,0.96,175.00,0.62,0.00,82.90,75.17,1.01
4.00,46461.40,1.00,4.00,9.00,67.00,119.31,24.00,2.48,232.54,2143.23,11719.90,110.37,128.96,3.00,25.83,0.95,35.00,0.75,0.00,71.24,97.27,1.01
4.00,46461.40,1.00,2.00,5.00,51.95,71.31,36.00,3.35,181.37,1956.39,11633.80,78.71,108.28,1.00,36.27,0.93,23.00,0.50,0.00,55.36,44.34,1.04
4.00,46461.40,1.00,6.00,13.00,171.95,290.81,20.00,1.41,695.35,3212.87,12269.70,310.77,361.62,3.00,53.48,0.93,92.00,0.50,0.00,70.13,83.58,1.02
4.00,46461.40,1.00,2.00,5.00,149.95,67.31,23.00,2.21,274.11,2063.92,11666.60,150.41,162.65,1.00,54.82,0.96,37.00,0.50,0.00,52.02,44.00,1.01
4.00,46461.40,1.00,3.00,7.00,87.95,41.23,6.00,3.55,190.27,2158.80,11719.80,92.29,95.98,2.00,27.18,0.98,24.00,0.67,0.00,81.19,50.96,1.01
4.00,46461.40,1.00,5.00,11.00,196.00,227.00,32.00,1.93,1181.88,6196.56,15283.90,257.07,544.72,3.00,107.44,0.90,126.00,0.47,0.00,53.10,84.17,1.02
4.00,46461.40,1.00,2.00,5.00,98.05,167.23,14.00,4.26,255.60,3508.69,12915.00,183.39,202.58,1.00,51.11,0.94,33.00,0.50,0.00,85.94,17.89,1.02
4.00,9358.48,1.00,12.00,25.00,326.00,295.00,30.00,0.93,1266.68,3555.57,4011.35,382.73,465.29,7.00,50.66,0.96,164.00,0.64,0.00,83.32,73.30,1.01
4.00,9358.48,1.00,9.00,19.00,168.89,194.00,34.00,1.12,823.03,2462.19,3508.65,180.05,204.53,4.00,43.31,0.96,100.00,0.50,0.00,82.57,68.65,1.01
4.00,9358.48,1.00,1.00,3.00,107.89,89.74,2.00,3.45,153.18,1101.53,2590.13,135.86,138.79,0.00,51.05,0.99,18.00,1.00,0.00,0.00,0.00,1.00
4.00,9358.48,1.00,2.00,5.00,74.89,75.50,17.00,2.97,156.47,1096.54,2625.29,84.58,91.65,1.00,31.29,0.95,21.00,0.50,0.00,89.57,116.03,1.01
4.00,9358.48,1.00,2.00,5.00,27.00,42.24,11.00,3.83,93.17,803.20,2394.24,44.50,54.45,1.00,18.63,0.97,13.00,0.50,0.00,45.64,73.88,1.01
4.00,9358.48,1.00,3.00,7.00,118.50,244.24,24.00,2.97,461.68,4226.32,6186.73,239.20,259.49,2.00,65.95,0.97,58.00,0.67,0.01,66.63,55.58,1.01
4.00,9358.48,1.00,1.00,3.00,29.11,14.39,4.00,4.91,45.88,664.55,2343.16,30.22,31.49,0.00,15.29,0.99,9.00,1.00,0.00,0.00,0.00,1.01
4.00,45156.40,1.00,11.00,23.00,431.00,366.50,27.00,1.05,1439.58,4519.40,12436.40,428.02,470.23,7.00,62.59,0.97,168.00,0.63,0.00,75.77,70.95,1.01
4.00,45156.40,1.00,3.00,7.00,148.81,214.22,14.00,2.14,406.72,2819.46,11821.70,222.02,237.16,2.00,58.10,0.97,53.00,0.67,0.00,54.79,53.70,1.01
4.00,45156.40,1.00,7.00,15.00,154.19,227.90,8.00,2.32,740.78,5594.23,14650.70,241.86,252.15,4.00,49.38,0.97,87.00,0.60,0.00,54.16,50.32,1.01
4.00,45156.40,1.00,1.00,3.00,37.19,25.10,10.00,8.42,74.42,1917.15,11310.40,40.63,50.11,0.00,24.80,0.94,9.00,1.00,0.00,0.00,0.00,1.03
4.00,45156.40,1.00,3.00,7.00,108.19,90.10,15.00,2.56,261.53,1986.43,11332.50,113.54,133.49,2.00,37.36,0.97,30.00,0.67,0.00,51.76,51.08,1.01
4.00,49181.70,1.00,13.00,27.00,229.98,423.50,46.00,0.79,1757.49,3876.74,13038.30,459.92,513.46,6.00,65.09,0.94,186.00,0.49,0.00,69.49,58.95,1.02
4.00,49181.70,1.00,14.00,29.00,192.00,182.50,38.00,1.72,1401.49,7663.96,17658.00,200.75,230.19,6.00,48.32,0.96,155.00,0.47,0.00,70.36,58.35,1.01
4.00,49181.70,1.00,3.00,7.00,125.02,103.50,28.00,3.48,308.32,3240.03,13352.60,147.45,166.91,2.00,44.04,0.95,32.00,0.67,0.00,54.90,33.08,1.01
4.00,49181.70,1.00,1.00,3.00,58.52,65.00,19.00,7.15,113.34,2243.65,12433.10,80.88,88.32,0.00,37.77,0.97,12.00,1.00,0.00,0.00,0.00,1.01
4.00,49181.70,1.00,8.00,17.00,213.00,201.00,23.00,1.79,985.72,4974.52,14145.70,229.27,253.39,4.00,57.98,0.96,97.00,0.46,0.01,64.18,49.25,1.01
4.00,49181.70,1.00,2.00,5.00,31.00,48.52,7.00,7.60,94.05,1999.15,12303.70,36.68,45.25,1.00,18.80,0.96,10.00,0.50,0.00,152.74,103.20,0.00
4.00,49181.70,1.00,4.00,9.00,202.02,109.50,41.00,2.16,526.67,2997.03,12763.50,205.73,224.95,2.00,58.51,0.92,47.00,0.25,0.00,83.37,62.09,1.01
4.00,104652.00,1.00,19.00,39.00,540.50,402.50,62.00,1.26,2432.81,10161.20,31078.10,552.20,599.70,8.00,62.37,0.96,256.00,0.55,0.00,65.69,44.00,1.01
4.00,104652.00,1.00,5.00,11.00,136.50,263.07,39.00,2.75,586.21,5143.79,27646.90,248.79,285.98,4.00,53.28,0.96,60.00,0.80,0.00,55.77,40.53,1.02
4.00,104652.00,1.00,4.00,9.00,255.00,66.07,21.00,2.48,496.57,4426.86,26857.70,255.46,284.18,3.00,55.17,0.93,59.00,0.75,0.00,69.43,30.11,1.03
4.00,104652.00,1.00,2.00,5.00,162.50,101.07,9.00,4.04,254.28,3872.25,26612.20,183.51,195.75,1.00,50.85,0.97,30.00,0.50,0.00,45.27,29.32,1.01
4.00,104652.00,1.00,2.00,5.00,54.00,50.50,21.00,6.14,135.33,3593.96,26345.40,66.94,80.37,1.00,27.06,0.96,19.00,0.50,0.00,108.69,109.13,1.02
4.00,104652.00,1.00,1.00,3.00,94.50,38.11,7.00,7.93,133.10,3632.04,26419.60,96.55,100.93,0.00,44.36,0.99,14.00,1.00,0.00,0.00,0.00,1.01
4.00,104652.00,1.00,3.00,7.00,54.00,84.11,21.00,4.44,199.76,3543.96,26309.30,87.09,126.92,2.00,28.53,0.93,24.00,0.67,0.00,101.78,110.63,1.03
4.00,104652.00,1.00,8.00,17.00,176.50,198.43,43.00,1.96,1013.00,6723.74,28252.80,233.72,257.99,5.00,59.58,0.94,118.00,0.52,0.00,68.21,39.68,1.02
4.00,50227.10,1.00,22.00,45.00,466.00,374.00,41.00,0.66,2433.24,4618.76,13795.80,519.60,600.44,8.00,54.07,0.95,256.00,0.50,0.00,53.70,43.69,1.01
4.00,50227.10,1.00,4.00,9.00,89.00,116.52,12.00,3.14,260.18,2488.64,12809.20,136.19,154.40,3.00,28.90,0.96,30.00,0.75,0.00,62.11,53.55,1.01
4.00,50227.10,1.00,8.00,17.00,282.00,214.00,39.00,2.55,841.12,6553.41,16417.60,263.78,280.41,4.00,49.47,0.97,84.00,0.46,0.00,55.58,41.86,1.01
4.00,50227.10,1.00,4.00,9.00,185.00,80.52,10.00,3.03,336.60,2971.65,13371.20,186.18,202.70,2.00,37.39,0.96,34.00,0.25,0.00,58.92,47.32,1.02
4.00,50227.10,1.00,3.00,7.00,46.50,36.68,2.00,6.08,100.96,2067.35,12578.20,36.98,55.82,2.00,14.42,0.99,13.00,0.67,0.00,121.09,117.56,0.00
4.00,50227.10,1.00,1.00,3.00,93.50,30.68,10.00,8.07,124.71,2641.61,13076.70,95.57,99.52,0.00,41.56,0.99,12.00,1.00,0.00,0.00,0.00,1.01
4.00,50227.10,1.00,6.00,13.00,172.00,123.18,27.00,2.40,517.93,3715.31,13974.80,182.34,204.70,4.00,39.84,0.96,51.00,0.58,0.00,69.08,50.96,1.01
4.00,50227.10,1.00,7.00,15.00,133.50,200.68,18.00,1.94,804.65,4910.69,14633.20,205.96,233.97,4.00,53.64,0.95,79.00,0.60,0.00,83.91,55.18,1.01
4.00,50227.10,1.00,1.00,3.00,28.00,81.68,34.00,7.42,125.70,2205.52,12725.80,79.55,100.51,0.00,41.90,0.93,11.00,1.00,0.00,0.00,0.00,1.03
4.00,23690.20,1.00,6.00,13.00,69.43,142.19,14.70,1.46,512.78,1455.98,5932.47,147.72,164.99,4.00,39.44,0.97,45.00,0.56,0.00,53.57,30.94,1.01
4.00,23690.20,1.00,7.00,15.00,119.75,94.74,13.72,1.49,564.81,1482.13,5933.52,140.21,176.09,5.00,37.65,0.95,44.00,0.62,0.00,73.04,50.34,1.01
4.00,23690.20,1.00,19.00,39.00,390.13,318.00,36.90,0.57,1910.53,2158.56,5960.58,501.55,549.91,15.00,48.98,0.97,143.00,0.77,0.00,63.21,46.16,1.01
4.00,8635.41,1.00,13.00,27.00,180.98,125.32,45.91,0.12,985.64,860.66,2163.74,138.22,167.26,6.00,36.50,0.90,1043.00,0.40,0.00,63.53,59.73,1.05
4.00,8635.41,1.00,13.00,27.00,155.47,179.39,106.99,0.13,1384.43,960.89,2165.74,200.75,215.61,5.00,51.27,0.94,924.00,0.41,0.00,51.68,49.72,1.02
4.00,8635.41,1.00,5.00,11.00,134.20,131.66,64.36,0.17,617.92,768.24,2161.89,168.11,182.95,3.00,56.17,0.95,455.00,0.47,0.00,44.36,51.67,1.02
4.00,8635.41,1.00,1.00,3.00,80.45,25.66,44.68,0.42,131.90,646.09,2159.45,95.94,117.89,0.00,43.96,0.94,122.00,1.00,0.00,0.00,0.00,1.04
4.00,8635.41,1.00,28.00,57.00,215.53,349.24,189.81,0.09,3395.58,1466.34,2175.85,363.25,392.41,11.00,59.57,0.91,3483.00,0.47,0.00,69.46,60.63,1.03
4.00,527.20,1.00,9.00,19.00,66.80,83.70,34.44,1.25,566.95,2183.49,921.79,96.27,112.36,6.00,29.84,0.87,189.00,0.57,0.54,101.90,64.08,1.04
4.00,527.20,1.00,3.00,7.00,69.30,63.41,23.78,1.51,172.76,792.13,370.01,74.90,84.63,2.00,24.67,0.96,59.00,0.67,0.00,60.20,56.27,1.02
4.00,527.20,1.00,7.00,15.00,99.20,90.40,34.44,1.33,421.27,1761.53,690.22,98.89,122.82,4.00,28.08,0.95,148.00,0.60,0.00,84.56,58.85,1.01
4.00,527.20,1.00,10.00,21.00,147.80,229.60,70.11,1.23,813.11,3121.43,1076.80,241.89,259.50,4.00,38.71,0.93,319.00,0.37,2.13,85.11,56.74,1.02
4.00,1335.99,1.00,33.00,67.00,253.70,383.40,132.84,1.46,3693.07,17309.60,7739.36,384.50,500.42,20.00,55.11,0.91,1384.00,0.60,2.43,72.99,70.76,1.03
4.00,1335.99,1.00,2.00,5.00,22.43,129.68,53.71,1.45,243.24,1104.24,630.97,139.06,163.80,1.00,48.64,0.93,94.00,0.50,0.00,58.00,37.85,1.03
4.00,1335.99,1.00,6.00,13.00,143.96,119.20,46.74,1.32,719.95,3057.28,1338.76,174.83,187.76,3.00,55.37,0.94,292.00,0.50,0.00,40.61,41.13,1.02
4.00,1335.99,1.00,2.00,5.00,138.00,69.60,34.44,1.48,278.77,1344.85,762.41,144.31,157.76,1.00,55.75,0.95,111.00,0.50,0.00,96.67,43.84,1.02
4.00,1335.99,1.00,8.00,17.00,109.80,153.30,64.37,1.24,851.46,3437.95,1401.86,161.63,181.27,4.00,50.08,0.94,320.00,0.63,4.18,59.65,39.39,1.02
4.00,1335.99,1.00,2.00,5.00,107.16,104.68,27.06,1.70,274.68,1461.40,851.27,149.72,164.40,1.00,54.93,0.88,93.00,0.50,0.95,141.76,34.09,1.08
4.00,1335.99,1.00,2.00,5.00,67.63,14.40,61.91,1.83,170.61,1025.71,742.75,90.09,114.45,1.00,34.11,0.94,55.00,0.50,1.31,38.26,17.41,1.03
4.00,1335.99,1.00,1.00,3.00,79.00,101.08,52.89,1.66,168.01,865.67,576.12,136.39,160.49,0.00,56.00,0.95,53.00,1.00,0.00,0.00,0.00,1.03
4.00,1335.99,1.00,3.00,7.00,80.60,119.48,52.89,1.42,346.62,1611.09,855.74,156.06,175.55,2.00,49.51,0.92,137.00,0.67,1.33,41.74,27.81,1.04
4.00,1335.99,1.00,5.00,11.00,147.17,161.20,69.70,1.32,809.37,3455.32,1478.29,228.25,238.74,4.00,73.57,0.91,313.00,0.80,1.68,36.39,40.95,1.03
4.00,3318.61,1.00,8.00,17.00,168.01,202.00,82.40,1.32,1092.50,4592.42,2298.97,200.09,224.99,4.00,64.26,0.88,440.00,0.46,1.41,26.16,61.64,1.03
4.00,3318.61,1.00,2.00,5.00,65.18,408.90,22.96,1.56,162.92,629.34,915.41,78.12,89.91,1.00,32.58,0.92,39.00,0.50,0.00,86.34,119.67,1.04
4.00,3318.61,1.00,3.00,7.00,93.60,54.71,75.85,1.71,287.63,1567.47,1310.94,128.93,149.86,2.00,41.09,0.80,99.00,0.67,3.29,75.82,41.08,1.05
4.00,3318.61,1.00,16.00,33.00,130.67,169.21,50.43,1.21,1385.85,5402.24,2555.32,167.91,199.13,7.00,41.99,0.93,554.00,0.50,0.00,65.89,72.27,1.02
4.00,3318.61,1.00,3.00,7.00,133.70,106.80,33.21,1.32,350.66,1409.04,1190.20,124.25,157.46,2.00,50.09,0.88,120.00,0.67,0.00,38.33,55.98,1.05
4.00,3318.61,1.00,35.00,71.00,404.40,419.60,92.25,1.37,4233.80,18009.20,7959.63,469.18,604.91,18.00,59.63,0.90,1664.00,0.61,1.62,62.91,65.69,1.02
4.00,6799.73,1.00,6.00,13.00,163.25,198.68,95.10,0.13,767.09,715.21,1703.72,178.04,196.17,4.00,59.00,0.93,712.00,0.56,0.00,61.08,62.71,1.03
4.00,6799.73,1.00,5.00,11.00,96.84,169.90,53.71,0.17,490.82,645.77,1702.34,121.84,156.38,3.00,44.61,0.89,451.00,0.47,0.00,53.83,70.52,1.04
4.00,6799.73,1.00,2.00,5.00,44.23,58.80,36.49,0.20,148.59,559.76,1700.62,73.89,92.82,1.00,29.71,0.92,325.00,0.50,0.00,55.88,81.24,1.05
4.00,6799.73,1.00,2.00,5.00,61.49,50.41,53.29,0.16,222.58,578.36,1700.99,86.68,119.76,1.00,44.51,0.84,491.00,0.50,0.00,52.53,48.66,1.07
4.00,6799.73,1.00,20.00,41.00,314.99,403.13,121.76,0.10,2640.52,1186.05,1713.14,428.16,503.97,10.00,64.40,0.93,1957.00,0.60,0.00,55.03,66.14,1.02
4.00,19648.50,1.00,2.00,5.00,57.88,142.85,88.97,0.19,325.01,1143.49,4913.67,152.67,188.79,1.00,65.00,0.92,499.00,0.50,0.00,50.70,54.75,1.05
4.00,19648.50,1.00,5.00,11.00,158.03,152.13,61.89,0.13,599.22,1212.41,4915.05,174.41,250.23,3.00,54.47,0.89,1189.00,0.47,0.00,83.45,40.83,1.05
4.00,19648.50,1.00,3.00,7.00,139.81,144.12,76.66,0.14,477.19,1181.74,4914.44,138.24,203.12,2.00,68.17,0.85,934.00,0.67,0.00,72.07,71.17,1.07
4.00,19648.50,1.00,4.00,9.00,93.86,92.50,99.62,0.12,605.60,1214.02,4915.09,128.78,234.61,2.00,67.29,0.81,1351.00,0.25,0.00,81.23,52.58,1.08
4.00,19648.50,1.00,2.00,5.00,44.71,121.49,23.36,0.19,248.38,1124.24,4913.29,128.85,170.84,1.00,49.67,0.87,489.00,0.50,0.00,72.04,37.15,1.07
4.00,19648.50,1.00,20.00,41.00,181.87,443.13,149.63,0.10,2828.23,1772.62,4926.26,391.12,464.38,10.00,68.98,0.89,3279.00,0.63,0.00,52.88,52.94,1.03
4.00,574.73,1.00,3.00,7.00,107.35,80.41,41.00,1.29,256.31,988.50,432.02,120.91,146.71,2.00,36.61,0.91,104.00,0.67,0.60,108.84,58.77,1.02
4.00,574.73,1.00,3.00,7.00,96.80,65.95,39.77,1.39,248.10,1036.54,463.76,113.37,125.88,2.00,35.44,0.90,101.00,0.67,0.00,58.37,62.32,1.05
4.00,574.73,1.00,2.00,5.00,93.60,87.60,21.73,1.32,221.80,906.87,394.43,121.24,129.37,1.00,44.35,0.97,89.00,0.50,0.00,41.88,62.10,1.01
4.00,574.73,1.00,5.00,11.00,115.75,52.29,31.16,1.23,323.33,1251.55,489.02,126.49,142.40,3.00,29.39,0.95,145.00,0.47,0.00,74.52,41.55,1.01
4.00,574.73,1.00,3.00,7.00,99.85,16.00,27.06,1.33,170.97,699.18,332.29,102.28,120.39,2.00,24.42,0.93,73.00,0.67,0.00,147.53,63.50,1.03
4.00,574.73,1.00,3.00,7.00,130.80,74.59,23.37,1.40,292.89,1273.36,553.95,113.62,130.09,2.00,41.84,0.92,130.00,0.67,0.00,65.67,57.34,1.03
4.00,574.73,1.00,5.00,11.00,66.00,73.60,44.28,1.35,341.15,1403.71,587.33,91.53,113.37,3.00,31.01,0.91,145.00,0.47,1.51,58.79,59.27,1.04
4.00,574.73,1.00,11.00,23.00,168.41,196.01,40.99,1.29,669.51,2731.22,1062.65,174.31,187.74,5.00,29.10,0.94,305.00,0.45,2.83,70.55,71.45,1.02
4.00,319.92,1.00,2.00,5.00,125.60,114.80,40.59,1.36,291.13,1227.23,473.54,144.84,181.57,1.00,58.22,0.94,124.00,0.50,0.00,17.18,53.33,1.04
4.00,319.92,1.00,2.00,5.00,100.00,61.20,47.56,1.28,245.51,979.39,367.14,121.31,150.72,1.00,49.10,0.93,107.00,0.50,0.00,45.28,39.10,1.02
4.00,319.92,1.00,6.00,13.00,106.40,210.00,61.91,1.30,638.45,2690.13,992.52,143.41,185.43,3.00,49.11,0.89,252.00,0.50,0.00,73.38,72.92,1.02
4.00,319.92,1.00,5.00,11.00,101.60,131.20,37.72,1.33,474.51,1973.37,718.55,140.70,162.79,3.00,43.13,0.96,199.00,0.47,0.00,43.42,38.12,1.01
